"zip","med_inc","pop","party"
"95830",73333,934,"Democratic"
"95831",68461,41321,"Democratic"
"95832",39735,11924,"Democratic"
"95833",56280,37293,"Democratic"
"95834",55177,25899,"Democratic"
"95835",79528,35936,"Democratic"
"95837",42500,315,"Democratic"
"95838",38271,36764,"Democratic"
"95841",36967,19448,"Democratic"
"95842",45537,31806,"Democratic"
"95843",65779,45048,"Democratic"
"95864",79778,22447,"Democratic"
"95901",40260,31314,"Bipartisan"
"95903",40000,1732,"Democratic"
"95910",22000,86,"Republican"
"95912",53333,4685,"Democratic"
"95914",45875,578,"Bipartisan"
"95915",10625,44,"Republican"
"95916",36875,1441,"Republican"
"95917",43915,3155,"Republican"
"95918",76583,2339,"Democratic"
"95919",45914,1378,"Democratic"
"95920",66250,274,"Republican"
"95922",24700,687,"Bipartisan"
"95923",45875,58,"Republican"
"95925",NA,295,"Democratic"
"95926",39216,37725,"Republican"
"95928",45224,36511,"Republican"
"95930",NA,69,"Bipartisan"
"95932",50531,7718,"Democratic"
"95934",31250,274,"Republican"
"95935",56771,631,"Democratic"
"95936",50917,352,"Republican"
"95937",56705,1491,"Democratic"
"95938",61849,3787,"Republican"
"95939",29861,604,"Democratic"
"95941",51417,563,"Bipartisan"
"95942",41323,1301,"Republican"
"95943",48906,879,"Republican"
"95944",NA,46,"Republican"
"95945",42828,25199,"Republican"
"95946",60750,9790,"Republican"
"95947",31687,1899,"Republican"
"95948",44034,10810,"Bipartisan"
"95949",62224,19741,"Republican"
"95950",58125,569,"Democratic"
"95951",39150,2601,"Bipartisan"
"95953",45414,10718,"Democratic"
"95954",39932,12251,"Republican"
"95955",43977,1517,"Democratic"
"95956",49444,401,"Republican"
"95957",56875,761,"Democratic"
"95959",63132,17838,"Republican"
"95960",29773,796,"Bipartisan"
"95961",46144,26510,"Democratic"
"95962",64671,1567,"Democratic"
"95963",41738,15493,"Bipartisan"
"95965",36080,20384,"Republican"
"95966",42555,30643,"Bipartisan"
"95968",46618,1412,"Republican"
"95969",41179,27549,"Republican"
"95970",60658,530,"Bipartisan"
"95971",50912,5970,"Republican"
"95973",55426,31957,"Republican"
"95974",NA,8,"Republican"
"95975",49688,1769,"Republican"
"95977",50820,1678,"Bipartisan"
"95978",NA,143,"Republican"
"95979",42167,597,"Democratic"
"95981",2500,97,"Bipartisan"
"95982",63277,3221,"Democratic"
"95983",51792,428,"Republican"
"95984",NA,120,"Republican"
"95986",NA,162,"Republican"
"95987",53596,5992,"Democratic"
"95988",47184,8857,"Bipartisan"
"95991",42589,40593,"Democratic"
"95993",64011,36067,"Democratic"
"96001",47988,33865,"Republican"
"96002",44017,33298,"Republican"
"96003",45722,44461,"Republican"
"96006",57321,557,"Republican"
"96007",38258,22841,"Republican"
"96008",51500,1231,"Republican"
"96009",69318,569,"Republican"
"96010",29773,239,"Democratic"
"96011",32083,218,"Republican"
"96013",37629,4212,"Republican"
"96014",40000,211,"Republican"
"96015",23167,465,"Republican"
"96016",58241,366,"Republican"
"96017",31042,171,"Republican"
"96019",39111,10082,"Republican"
"96020",43750,2416,"Republican"
"96021",41099,16097,"Republican"
"96022",53663,15768,"Republican"
"96023",29792,1240,"Republican"
"96024",41776,1145,"Democratic"
"96025",32000,2310,"Republican"
"96027",43325,2227,"Republican"
"96028",39212,1464,"Republican"
"96029",59000,124,"Republican"
"96031",28125,158,"Republican"
"96032",45493,2407,"Republican"
"96033",29135,432,"Republican"
"96034",35250,294,"Republican"
"96035",42150,3324,"Republican"
"96037",14881,308,"Republican"
"96038",39792,589,"Republican"
"96039",28750,1251,"Republican"
"96040",49408,341,"Republican"
"96041",34844,2747,"Democratic"
"96044",36645,1022,"Republican"
"96046",27031,304,"Democratic"
"96047",28646,1004,"Republican"
"96048",42250,736,"Democratic"
"96049",12054,95,"Republican"
"96050",28250,414,"Republican"
"96051",46304,1139,"Republican"
"96052",33438,1460,"Democratic"
"96054",16944,366,"Republican"
"96055",35750,3935,"Republican"
"96056",46184,1642,"Republican"
"96057",41445,1355,"Republican"
"96058",30000,798,"Republican"
"96059",46667,688,"Republican"
"96061",69688,36,"Republican"
"96062",59271,1105,"Republican"
"96063",44375,125,"Republican"
"96064",41940,4574,"Republican"
"96065",35156,357,"Republican"
"96067",44692,7165,"Republican"
"96068",34375,183,"Republican"
"96069",35813,982,"Republican"
"96071",38516,125,"Republican"
"96073",79188,4082,"Republican"
"96074",39271,260,"Republican"
"96075",19306,369,"Republican"
"96076",31316,166,"Bipartisan"
"96080",39934,28764,"Republican"
"96084",31897,625,"Republican"
"96085",29519,85,"Republican"
"96086",32688,338,"Republican"
"96087",31488,600,"Republican"
"96088",46045,4506,"Republican"
"96090",39583,421,"Republican"
"96091",36806,699,"Democratic"
"96092",61389,496,"Republican"
"96093",40172,4133,"Democratic"
"96094",42857,6630,"Republican"
"96096",56250,695,"Republican"
"96097",29443,10031,"Republican"
"96101",37148,5490,"Republican"
"96103",58090,1725,"Republican"
"96104",34779,748,"Republican"
"96105",43208,527,"Republican"
"96106",76250,479,"Republican"
"96107",56719,1269,"Republican"
"96108",NA,122,"Republican"
"96109",34313,2197,"Republican"
"96110",23750,166,"Republican"
"96111",56146,160,"Republican"
"96112",24545,214,"Republican"
"96113",45833,1000,"Republican"
"96114",71786,3220,"Republican"
"96115",38482,145,"Republican"
"96116",26250,233,"Republican"
"96117",60375,405,"Republican"
"96118",42264,1627,"Republican"
"96119",45313,90,"Republican"
"96120",58611,957,"Republican"
"96121",72143,368,"Republican"
"96122",40313,3883,"Republican"
"96123",NA,48,"Republican"
"96124",30893,326,"Republican"
"96125",120781,258,"Republican"
"96126",NA,215,"Republican"
"96128",67986,752,"Republican"
"96129",48977,261,"Republican"
"96130",54372,23150,"Republican"
"96132",24167,119,"Republican"
"96133",28257,110,"Republican"
"96134",34934,2512,"Republican"
"96135",NA,128,"Republican"
"96136",81607,104,"Republican"
"96137",46463,3297,"Republican"
"96140",71081,1170,"Republican"
"96141",70670,744,"Republican"
"96142",40913,1037,"Republican"
"96143",40683,4414,"Republican"
"96145",66628,3161,"Republican"
"96146",52333,1366,"Republican"
"96148",58478,788,"Republican"
"96150",46859,29792,"Republican"
"96155",NA,8,"Republican"
"96161",67750,18451,"Republican"
"96701",83255,40281,"Democratic"
"96703",56912,2368,"Democratic"
"96704",49847,6505,"Democratic"
"96705",69777,2319,"Democratic"
"96706",86093,62730,"Democratic"
"96707",96611,38817,"Democratic"
"96708",58202,10220,"Democratic"
"96710",64522,613,"Democratic"
"96712",74356,7352,"Democratic"
"96713",54250,1990,"Democratic"
"96714",42530,1390,"Democratic"
"96716",73000,2823,"Democratic"
"96717",61094,5555,"Democratic"
"96719",60781,1692,"Democratic"
"96720",52822,46165,"Democratic"
"96722",50893,2484,"Democratic"
"96725",65338,3592,"Democratic"
"96726",48452,661,"Democratic"
"96727",57717,4878,"Democratic"
"96728",53750,610,"Democratic"
"96729",43542,1303,"Democratic"
"96730",70216,1541,"Democratic"
"96731",55938,3292,"Democratic"
"96732",62981,24816,"Democratic"
"96734",89016,50746,"Democratic"
"96737",43173,4552,"Democratic"
"96738",73285,6609,"Democratic"
"96740",61875,33321,"Democratic"
"96741",54393,5929,"Democratic"
"96742",59375,90,"Democratic"
"96743",58392,12160,"Democratic"
"96744",85608,54247,"Democratic"
"96746",61647,18319,"Democratic"
"96747",70313,749,"Democratic"
"96748",42727,4503,"Democratic"
"96749",40201,17047,"Democratic"
"96750",51518,3793,"Democratic"
"96751",36964,175,"Democratic"
"96752",58824,3680,"Democratic"
"96753",60458,26892,"Democratic"
"96754",60804,4084,"Democratic"
"96755",49125,3575,"Democratic"
"96756",61595,5190,"Democratic"
"96757",43611,758,"Democratic"
"96759",48346,457,"Democratic"
"96760",35577,3001,"Democratic"
"96761",64603,22156,"Democratic"
"96762",78047,6419,"Democratic"
"96763",58472,3135,"Democratic"
"96764",65625,799,"Democratic"
"96765",57292,553,"Democratic"
"96766",66083,14683,"Democratic"
"96768",71069,17668,"Democratic"
"96769",73125,464,"Democratic"
"96770",42125,691,"Democratic"
"96771",28771,8339,"Democratic"
"96772",29250,2304,"Democratic"
"96773",98516,210,"Democratic"
"96774",46927,342,"Democratic"
"96776",55351,1490,"Democratic"
"96777",41406,1479,"Democratic"
"96778",31422,14409,"Democratic"
"96779",69868,3088,"Democratic"
"96780",67054,557,"Democratic"
"96781",42697,1670,"Democratic"
"96782",78848,40496,"Democratic"
"96783",31705,2060,"Democratic"
"96785",43938,2646,"Democratic"
"96786",53706,40859,"Democratic"
"96789",92309,54129,"Democratic"
"96790",72719,8065,"Democratic"
"96791",72995,8014,"Democratic"
"96792",53059,48519,"Democratic"
"96793",75056,29549,"Democratic"
"96795",68563,10034,"Democratic"
"96796",68125,1881,"Democratic"
"96797",81897,72289,"Democratic"
"96813",60665,22881,"Democratic"
"96814",54085,18721,"Democratic"
"96815",49971,31470,"Democratic"
"96816",75448,49368,"Democratic"
"96817",52532,54628,"Democratic"
"96818",70850,50586,"Democratic"
"96819",74763,49492,"Democratic"
"96821",110842,19856,"Democratic"
"96822",63379,45007,"Democratic"
"96825",108425,30263,"Democratic"
"96826",42460,30842,"Democratic"
"96850",NA,0,"Democratic"
"96853",NA,462,"Democratic"
"96857",NA,2522,"Democratic"
"96859",NA,156,"Democratic"
"96860",NA,1124,"Democratic"
"96863",NA,52,"Democratic"
"97001",56538,229,"Republican"
"97002",65150,5623,"Democratic"
"97004",77829,4388,"Democratic"
"97005",39677,24906,"Democratic"
"97006",60407,63036,"Democratic"
"97007",68941,66954,"Democratic"
"97008",52956,28969,"Democratic"
"97009",60082,7762,"Democratic"
"97011",53077,582,"Democratic"
"97013",57943,22688,"Democratic"
"97014",42500,1288,"Bipartisan"
"97015",58954,19521,"Democratic"
"97016",57153,6083,"Democratic"
"97017",63047,2922,"Democratic"
"97018",67200,1952,"Democratic"
"97019",60208,3161,"Democratic"
"97020",57813,791,"Democratic"
"97021",48750,1089,"Republican"
"97022",66927,3722,"Democratic"
"97023",60505,9832,"Democratic"
"97024",51182,10242,"Democratic"
"97026",51467,3815,"Democratic"
"97027",54796,12131,"Democratic"
"97028",250000,217,"Democratic"
"97029",65833,285,"Republican"
"97030",43071,36693,"Democratic"
"97031",56884,18375,"Republican"
"97032",47554,5043,"Democratic"
"97033",37000,60,"Republican"
"97034",99492,18905,"Democratic"
"97035",72114,23912,"Democratic"
"97037",41515,849,"Republican"
"97038",51831,15113,"Democratic"
"97039",38000,472,"Republican"
"97040",60536,1244,"Republican"
"97041",64677,2817,"Republican"
"97042",61279,2923,"Democratic"
"97045",64023,51359,"Democratic"
"97048",48886,6691,"Democratic"
"97049",57821,1899,"Democratic"
"97050",23750,272,"Republican"
"97051",52852,15957,"Democratic"
"97053",64331,3247,"Democratic"
"97054",68500,1579,"Democratic"
"97055",61733,17350,"Democratic"
"97056",55166,11497,"Democratic"
"97057",NA,36,"Republican"
"97058",43435,19838,"Republican"
"97060",59422,21226,"Democratic"
"97062",63314,27434,"Democratic"
"97063",42569,1074,"Republican"
"97064",57143,3464,"Democratic"
"97065",49667,676,"Republican"
"97067",68043,2138,"Democratic"
"97068",86042,28305,"Democratic"
"97070",58662,20957,"Democratic"
"97071",43331,28803,"Democratic"
"97080",62886,40888,"Democratic"
"97086",72257,26010,"Democratic"
"97089",87052,11986,"Democratic"
"97101",56425,3794,"Democratic"
"97102",32438,205,"Democratic"
"97103",46871,16859,"Democratic"
"97106",82232,4550,"Democratic"
"97107",50100,1530,"Democratic"
"97108",55257,490,"Democratic"
"97109",64365,577,"Democratic"
"97110",41625,1284,"Democratic"
"97111",65000,3156,"Democratic"
"97112",47000,1901,"Democratic"
"97113",53502,14155,"Democratic"
"97114",59120,4762,"Democratic"
"97115",69500,4139,"Democratic"
"97116",49663,24104,"Democratic"
"97117",68500,679,"Democratic"
"97118",38889,775,"Democratic"
"97119",61667,4420,"Democratic"
"97121",35427,1383,"Democratic"
"97122",55694,460,"Democratic"
"97123",64599,44537,"Democratic"
"97124",69724,48349,"Democratic"
"97125",75278,157,"Democratic"
"97127",58117,3740,"Democratic"
"97128",44541,36141,"Democratic"
"97130",43462,710,"Democratic"
"97131",43254,2498,"Democratic"
"97132",63318,28278,"Democratic"
"97133",73750,4000,"Democratic"
"97134",58125,175,"Democratic"
"97135",28269,861,"Democratic"
"97136",37436,1761,"Democratic"
"97137",63036,1307,"Democratic"
"97138",43750,10021,"Democratic"
"97140",82377,23474,"Democratic"
"97141",44878,13140,"Democratic"
"97144",11250,195,"Democratic"
"97145",32434,441,"Democratic"
"97146",41192,5905,"Democratic"
"97147",31458,408,"Democratic"
"97148",63494,3406,"Democratic"
"97149",50347,574,"Democratic"
"97201",40380,15484,"Democratic"
"97202",55212,38762,"Democratic"
"97203",42585,31042,"Democratic"
"97204",13350,1036,"Democratic"
"97205",25938,7688,"Democratic"
"97206",50694,47596,"Democratic"
"97208",NA,0,"Democratic"
"97209",39258,14950,"Democratic"
"97210",66807,10887,"Democratic"
"97211",61962,31254,"Democratic"
"97212",81930,24126,"Democratic"
"97213",58469,29219,"Democratic"
"97214",50917,23813,"Democratic"
"97215",63514,16375,"Democratic"
"97216",46097,15594,"Democratic"
"97217",53972,31438,"Democratic"
"97218",47099,14561,"Democratic"
"97219",77756,38709,"Democratic"
"97220",47303,28495,"Democratic"
"97221",92024,11630,"Democratic"
"97222",49095,34979,"Democratic"
"97223",64519,46699,"Democratic"
"97224",54567,31122,"Democratic"
"97225",71746,24176,"Democratic"
"97227",50129,3847,"Democratic"
"97229",100063,58217,"Democratic"
"97230",46385,39752,"Democratic"
"97231",87281,4280,"Democratic"
"97232",45066,11472,"Democratic"
"97233",35970,39367,"Democratic"
"97236",43517,36852,"Democratic"
"97239",74834,14150,"Democratic"
"97266",38914,33300,"Democratic"
"97267",59329,30839,"Democratic"
"97301",37006,53518,"Democratic"
"97302",53114,37131,"Democratic"
"97303",51289,38663,"Democratic"
"97304",65377,28454,"Democratic"
"97305",40385,40176,"Democratic"
"97306",58730,27360,"Democratic"
"97317",50263,24355,"Democratic"
"97321",60271,24928,"Democratic"
"97322",42451,34039,"Democratic"
"97324",33625,1126,"Democratic"
"97325",56587,6614,"Democratic"
"97326",41510,961,"Democratic"
"97327",51709,2871,"Democratic"
"97329",28625,90,"Democratic"
"97330",42955,41472,"Democratic"
"97331",2500,2408,"Democratic"
"97333",43811,21377,"Democratic"
"97338",52863,20045,"Democratic"
"97341",43333,2325,"Democratic"
"97342",43462,267,"Democratic"
"97343",34375,434,"Democratic"
"97344",34438,1076,"Democratic"
"97345",14719,574,"Democratic"
"97346",47628,883,"Democratic"
"97347",43188,1878,"Democratic"
"97348",50551,1625,"Democratic"
"97350",38125,182,"Democratic"
"97351",45683,10307,"Democratic"
"97352",47446,5604,"Democratic"
"97355",46641,28613,"Democratic"
"97357",56417,253,"Democratic"
"97358",61734,2576,"Democratic"
"97360",52054,2249,"Democratic"
"97361",38868,11258,"Democratic"
"97362",40799,4338,"Democratic"
"97364",42358,446,"Democratic"
"97365",45185,10744,"Democratic"
"97366",53135,1460,"Democratic"
"97367",36735,9416,"Democratic"
"97368",48750,3435,"Democratic"
"97369",49821,193,"Democratic"
"97370",59040,8271,"Democratic"
"97371",56957,730,"Democratic"
"97373",NA,178,"Democratic"
"97374",51324,5266,"Democratic"
"97375",73616,1252,"Democratic"
"97376",43866,1301,"Democratic"
"97377",62288,917,"Democratic"
"97378",42892,8882,"Democratic"
"97380",40510,2449,"Democratic"
"97381",55217,14711,"Democratic"
"97383",39919,9587,"Democratic"
"97384",NA,23,"Democratic"
"97385",58125,3257,"Democratic"
"97386",38601,13567,"Democratic"
"97388",40219,888,"Democratic"
"97389",46250,1676,"Democratic"
"97390",35708,555,"Democratic"
"97391",47628,5344,"Democratic"
"97392",54932,5191,"Democratic"
"97394",41055,4643,"Democratic"
"97396",36848,3154,"Democratic"
"97401",31080,40521,"Democratic"
"97402",38414,50342,"Democratic"
"97403",38053,11622,"Democratic"
"97404",52574,32255,"Democratic"
"97405",56250,44645,"Democratic"
"97406",26538,105,"Democratic"
"97408",56800,11711,"Democratic"
"97410",45592,759,"Democratic"
"97411",38515,6953,"Democratic"
"97412",32083,521,"Democratic"
"97413",29333,915,"Democratic"
"97414",24157,273,"Democratic"
"97415",42045,14051,"Democratic"
"97416",43102,937,"Democratic"
"97417",37072,2439,"Democratic"
"97419",49438,1066,"Democratic"
"97420",34755,27473,"Democratic"
"97423",42581,6809,"Democratic"
"97424",38318,17594,"Democratic"
"97426",50503,9716,"Democratic"
"97429",40750,684,"Democratic"
"97430",26818,385,"Democratic"
"97431",54535,2335,"Democratic"
"97434",31607,928,"Democratic"
"97435",39792,2349,"Democratic"
"97436",41538,841,"Democratic"
"97437",48555,2572,"Democratic"
"97438",66367,1191,"Democratic"
"97439",33969,14343,"Democratic"
"97441",51612,260,"Democratic"
"97442",44712,2232,"Democratic"
"97443",49348,2232,"Democratic"
"97444",41841,5181,"Democratic"
"97446",52353,4812,"Democratic"
"97447",27350,794,"Democratic"
"97448",45625,12244,"Democratic"
"97449",40417,1959,"Democratic"
"97450",30500,671,"Democratic"
"97451",57344,387,"Democratic"
"97452",50521,1420,"Democratic"
"97453",42279,897,"Democratic"
"97454",59327,1337,"Democratic"
"97455",51750,2538,"Democratic"
"97456",44688,2985,"Democratic"
"97457",39728,10208,"Democratic"
"97458",30711,4733,"Democratic"
"97459",44319,14096,"Democratic"
"97461",51375,683,"Democratic"
"97462",39493,3938,"Democratic"
"97463",43982,3877,"Democratic"
"97465",29103,2145,"Democratic"
"97466",32368,816,"Democratic"
"97467",34657,5339,"Democratic"
"97469",42768,2596,"Democratic"
"97470",38270,19985,"Democratic"
"97471",45473,29100,"Democratic"
"97473",33750,328,"Democratic"
"97476",16250,217,"Democratic"
"97477",37409,36874,"Democratic"
"97478",49088,37011,"Democratic"
"97479",37277,9505,"Democratic"
"97480",30208,379,"Democratic"
"97481",43333,679,"Democratic"
"97484",32625,235,"Democratic"
"97486",57768,714,"Democratic"
"97487",47823,8449,"Democratic"
"97488",47596,1011,"Democratic"
"97489",52969,868,"Democratic"
"97490",40795,326,"Democratic"
"97492",42321,597,"Democratic"
"97493",26875,323,"Democratic"
"97494",NA,49,"Democratic"
"97495",35037,1450,"Democratic"
"97496",34858,7634,"Democratic"
"97497",46098,1523,"Bipartisan"
"97498",40231,1814,"Democratic"
"97499",35431,1957,"Democratic"
"97501",36051,42117,"Republican"
"97502",49378,27694,"Republican"
"97503",48313,10528,"Republican"
"97504",49026,44444,"Republican"
"97520",46398,24469,"Republican"
"97522",38456,658,"Republican"
"97523",25663,6264,"Democratic"
"97524",54354,14459,"Republican"
"97525",43265,4601,"Republican"
"97526",36465,34205,"Bipartisan"
"97527",40129,33713,"Bipartisan"
"97530",45828,6916,"Republican"
"97531",32596,522,"Democratic"
"97532",42313,2378,"Democratic"
"97534",26538,756,"Democratic"
"97535",38953,5047,"Republican"
"97536",41607,965,"Republican"
"97537",38407,6918,"Republican"
"97538",35962,2063,"Democratic"
"97539",36607,3329,"Republican"
"97540",38557,7930,"Republican"
"97541",26964,1478,"Republican"
"97543",44375,736,"Democratic"
"97544",39242,2206,"Democratic"
"97601",33902,22459,"Republican"
"97603",45456,29525,"Republican"
"97604",NA,28,"Republican"
"97620",47083,111,"Republican"
"97621",34315,320,"Republican"
"97622",15972,558,"Republican"
"97623",38472,2310,"Republican"
"97624",34750,3500,"Republican"
"97625",27188,199,"Republican"
"97626",66378,88,"Republican"
"97627",43750,780,"Republican"
"97630",39831,5096,"Republican"
"97632",45750,1466,"Republican"
"97633",40742,1361,"Republican"
"97634",67344,212,"Republican"
"97635",49313,165,"Republican"
"97636",36000,387,"Republican"
"97637",32500,76,"Republican"
"97638",24938,507,"Republican"
"97639",23375,570,"Republican"
"97640",18750,99,"Republican"
"97641",24244,1313,"Republican"
"97701",53444,58993,"Republican"
"97702",58157,40583,"Republican"
"97707",47585,5814,"Republican"
"97710",33125,120,"Republican"
"97711",27188,61,"Republican"
"97712",NA,38,"Republican"
"97720",38770,4530,"Republican"
"97721",27321,271,"Republican"
"97722",49063,91,"Republican"
"97730",53393,252,"Republican"
"97731",38800,278,"Bipartisan"
"97732",29583,139,"Republican"
"97733",57188,770,"Republican"
"97734",42469,2786,"Republican"
"97735",11484,165,"Republican"
"97736",63750,73,"Republican"
"97737",29803,496,"Republican"
"97738",35846,1941,"Republican"
"97739",33927,11018,"Republican"
"97741",42222,11912,"Republican"
"97750",37250,386,"Republican"
"97751",52222,129,"Republican"
"97752",NA,44,"Republican"
"97753",71630,2016,"Republican"
"97754",35764,18574,"Republican"
"97756",42876,33554,"Republican"
"97758",17222,101,"Republican"
"97759",54913,6294,"Bipartisan"
"97760",52877,6757,"Republican"
"97761",44157,3987,"Republican"
"97801",49576,21521,"Republican"
"97810",67708,815,"Republican"
"97812",55076,851,"Republican"
"97813",53250,1302,"Republican"
"97814",42854,12382,"Republican"
"97817",11071,38,"Republican"
"97818",50239,4159,"Republican"
"97819",76250,29,"Republican"
"97820",39219,1095,"Republican"
"97823",32375,948,"Republican"
"97824",51628,1661,"Republican"
"97825",35000,244,"Republican"
"97826",52917,1085,"Republican"
"97827",45217,2628,"Republican"
"97828",43972,3124,"Republican"
"97830",39196,748,"Republican"
"97833",44293,895,"Republican"
"97834",37143,986,"Republican"
"97835",51250,361,"Republican"
"97836",38107,1983,"Republican"
"97837",50625,95,"Republican"
"97838",51588,25346,"Republican"
"97839",54375,475,"Republican"
"97840",97656,98,"Republican"
"97841",40804,476,"Republican"
"97842",26000,153,"Republican"
"97843",64375,647,"Republican"
"97844",52210,3806,"Republican"
"97845",40071,2652,"Republican"
"97846",38628,1891,"Republican"
"97848",39688,195,"Republican"
"97850",40951,16955,"Republican"
"97856",28125,366,"Republican"
"97857",53750,457,"Republican"
"97859",31181,123,"Republican"
"97862",37625,11666,"Republican"
"97864",26000,262,"Republican"
"97865",36620,1160,"Republican"
"97867",44464,763,"Republican"
"97868",42891,1991,"Republican"
"97869",32061,1135,"Republican"
"97870",27228,573,"Republican"
"97873",26563,228,"Republican"
"97874",33958,349,"Republican"
"97875",55478,2610,"Republican"
"97876",52880,837,"Republican"
"97877",25000,283,"Republican"
"97880",25000,272,"Republican"
"97882",46667,7760,"Republican"
"97883",40855,2473,"Republican"
"97884",42250,157,"Republican"
"97885",37600,1383,"Republican"
"97886",44079,1140,"Republican"
"97901",50446,692,"Republican"
"97903",56000,109,"Republican"
"97904",36429,176,"Republican"
"97905",45491,133,"Republican"
"97906",44250,249,"Republican"
"97907",25893,560,"Republican"
"97908",26667,56,"Republican"
"97909",NA,51,"Republican"
"97910",38438,68,"Republican"
"97911",30250,109,"Republican"
"97913",44172,4,"Republican"
"97914",31478,19205,"Republican"
"97918",36728,4537,"Republican"
"97920",11410,60,"Republican"
"98001",71746,31911,"Bipartisan"
"98002",43568,31647,"Republican"
"98003",45894,44151,"Bipartisan"
"98004",93521,27946,"Democratic"
"98005",84774,17714,"Democratic"
"98006",110290,36364,"Democratic"
"98007",73162,24889,"Democratic"
"98008",92986,24411,"Democratic"
"98010",85398,5025,"Republican"
"98011",71720,29212,"Democratic"
"98012",88283,51136,"Democratic"
"98014",95394,6765,"Democratic"
"98019",95025,10725,"Democratic"
"98020",78083,18304,"Democratic"
"98021",92138,26722,"Democratic"
"98022",66295,20987,"Republican"
"98023",67906,47510,"Democratic"
"98024",93777,5650,"Bipartisan"
"98026",73220,35921,"Democratic"
"98027",100644,26141,"Bipartisan"
"98028",82448,20419,"Democratic"
"98029",99974,24348,"Republican"
"98030",51446,33769,"Bipartisan"
"98031",63709,36581,"Bipartisan"
"98032",48853,33853,"Bipartisan"
"98033",103250,34338,"Democratic"
"98034",77688,40407,"Democratic"
"98036",64738,36000,"Democratic"
"98037",59798,26889,"Democratic"
"98038",95043,31171,"Republican"
"98039",183833,2971,"Democratic"
"98040",126359,22699,"Democratic"
"98042",87342,43673,"Bipartisan"
"98043",58865,19943,"Democratic"
"98045",88906,13888,"Bipartisan"
"98047",52482,6339,"Bipartisan"
"98050",250000,322,"Republican"
"98051",77623,3270,"Republican"
"98052",99192,58442,"Democratic"
"98053",116518,18784,"Democratic"
"98055",66461,21904,"Democratic"
"98056",70683,32489,"Democratic"
"98057",43339,10613,"Democratic"
"98058",77780,41938,"Bipartisan"
"98059",91465,34463,"Bipartisan"
"98065",121415,12699,"Bipartisan"
"98068",65625,403,"Bipartisan"
"98070",72774,10624,"Democratic"
"98072",107654,22312,"Democratic"
"98074",143686,25748,"Bipartisan"
"98075",142926,20715,"Bipartisan"
"98077",137125,13585,"Democratic"
"98087",63639,29976,"Democratic"
"98092",70877,39816,"Republican"
"98101",42938,10238,"Democratic"
"98102",65054,20756,"Democratic"
"98103",75763,45911,"Democratic"
"98104",26637,13095,"Democratic"
"98105",45560,43924,"Democratic"
"98106",57875,22873,"Democratic"
"98107",67566,21147,"Democratic"
"98108",52232,22374,"Democratic"
"98109",77034,20715,"Democratic"
"98110",95481,23025,"Democratic"
"98112",96054,21077,"Democratic"
"98115",84159,46206,"Democratic"
"98116",74274,22241,"Democratic"
"98117",86986,31365,"Democratic"
"98118",52276,42731,"Democratic"
"98119",68383,21039,"Democratic"
"98121",59355,12628,"Democratic"
"98122",53570,31454,"Democratic"
"98125",53044,37081,"Democratic"
"98126",66408,20698,"Democratic"
"98133",51499,44555,"Democratic"
"98134",43151,644,"Democratic"
"98136",84344,14770,"Democratic"
"98144",55950,26881,"Democratic"
"98146",56809,25922,"Democratic"
"98148",45424,10010,"Democratic"
"98154",NA,0,"Democratic"
"98155",72281,32778,"Democratic"
"98158",NA,0,"Democratic"
"98164",73833,141,"Democratic"
"98166",63320,20301,"Democratic"
"98168",49233,33734,"Democratic"
"98174",NA,0,"Democratic"
"98177",95648,19030,"Democratic"
"98178",58707,24092,"Democratic"
"98188",40815,23111,"Democratic"
"98195",NA,0,"Democratic"
"98198",56364,34584,"Democratic"
"98199",82882,19686,"Democratic"
"98201",43229,29582,"Democratic"
"98203",57119,34354,"Democratic"
"98204",41517,39380,"Democratic"
"98205",72463,12283,"Democratic"
"98207",NA,758,"Democratic"
"98208",71698,51802,"Democratic"
"98220",43792,634,"Democratic"
"98221",60369,20429,"Democratic"
"98222",56250,33,"Democratic"
"98223",65863,40815,"Democratic"
"98224",27143,294,"Democratic"
"98225",35765,46172,"Democratic"
"98226",55952,41235,"Democratic"
"98229",59394,30321,"Democratic"
"98230",56641,15710,"Democratic"
"98232",75359,3920,"Democratic"
"98233",52906,14871,"Democratic"
"98235",NA,103,"Democratic"
"98236",64902,5635,"Democratic"
"98237",48071,4025,"Democratic"
"98238",NA,85,"Democratic"
"98239",60275,6646,"Democratic"
"98240",67292,3061,"Democratic"
"98241",39280,2129,"Democratic"
"98243",55804,507,"Democratic"
"98244",35895,3001,"Democratic"
"98245",47279,3651,"Democratic"
"98247",57694,9072,"Democratic"
"98248",58493,22361,"Democratic"
"98249",59142,4561,"Democratic"
"98250",59414,7664,"Democratic"
"98251",64336,4567,"Democratic"
"98252",70726,8777,"Democratic"
"98253",60605,1837,"Democratic"
"98255",40469,245,"Democratic"
"98256",32386,420,"Democratic"
"98257",51799,4134,"Democratic"
"98258",77590,30524,"Democratic"
"98260",59931,5278,"Democratic"
"98261",50278,2383,"Democratic"
"98262",70625,964,"Democratic"
"98263",32321,76,"Democratic"
"98264",57026,18893,"Democratic"
"98266",41015,3642,"Democratic"
"98267",35625,534,"Democratic"
"98270",65130,45899,"Democratic"
"98271",66188,27184,"Democratic"
"98272",78070,27942,"Democratic"
"98273",48350,28717,"Democratic"
"98274",61829,16613,"Democratic"
"98275",93717,20256,"Democratic"
"98276",65179,450,"Democratic"
